"RecordID","SalesOrderID","SalesOrderDetailID","RevisionNumber","OrderDate","DueDate","ShipDate","Status","OnlineOrderFlag","SalesOrderNumber","PurchaseOrderNumber","AccountNumber","CustomerID","ShipToAddressID","BillToAddressID","CreditCardApprovalCode","ShipMethod","SalesOrderID1","ProductID","OrderQty","UnitPrice","UnitPriceDiscount","LineTotal","Header_Modified_Date","Detail_Modified_Date","LineTaxAmount","LineFreight","createDate"
"81","71936","113260","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71936","PO8671170385","10-4020-000502","30050","662","662",,"CARGO TRANSPORT 5","71936","743","4","809.7600","0.0000","3239.040000","2008-06-08 00:00:00","2008-06-01 00:00:00","259.12","80.98","2023-02-12 23:08:02"
"82","71936","113261","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71936","PO8671170385","10-4020-000502","30050","662","662",,"CARGO TRANSPORT 5","71936","739","5","818.7000","0.0000","4093.500000","2008-06-08 00:00:00","2008-06-01 00:00:00","327.48","102.34","2023-02-12 23:08:02"
"83","71936","113262","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71936","PO8671170385","10-4020-000502","30050","662","662",,"CARGO TRANSPORT 5","71936","987","2","112.9980","0.4000","135.597600","2008-06-08 00:00:00","2008-06-01 00:00:00","10.85","3.39","2023-02-12 23:08:02"
"84","71936","113263","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71936","PO8671170385","10-4020-000502","30050","662","662",,"CARGO TRANSPORT 5","71936","809","5","37.1520","0.0000","185.760000","2008-06-08 00:00:00","2008-06-01 00:00:00","14.86","4.64","2023-02-12 23:08:02"
"85","71936","113264","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71936","PO8671170385","10-4020-000502","30050","662","662",,"CARGO TRANSPORT 5","71936","904","2","218.4540","0.0000","436.908000","2008-06-08 00:00:00","2008-06-01 00:00:00","34.95","10.92","2023-02-12 23:08:02"
"86","71936","113265","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71936","PO8671170385","10-4020-000502","30050","662","662",,"CARGO TRANSPORT 5","71936","781","4","1391.9940","0.0000","5567.976000","2008-06-08 00:00:00","2008-06-01 00:00:00","445.44","139.20","2023-02-12 23:08:02"
"87","71936","113266","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71936","PO8671170385","10-4020-000502","30050","662","662",,"CARGO TRANSPORT 5","71936","868","4","41.9940","0.0000","167.976000","2008-06-08 00:00:00","2008-06-01 00:00:00","13.44","4.20","2023-02-12 23:08:02"
"88","71936","113267","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71936","PO8671170385","10-4020-000502","30050","662","662",,"CARGO TRANSPORT 5","71936","988","5","112.9980","0.4000","338.994000","2008-06-08 00:00:00","2008-06-01 00:00:00","27.12","8.47","2023-02-12 23:08:02"
"89","71936","113268","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71936","PO8671170385","10-4020-000502","30050","662","662",,"CARGO TRANSPORT 5","71936","742","7","818.7000","0.0000","5730.900000","2008-06-08 00:00:00","2008-06-01 00:00:00","458.47","143.27","2023-02-12 23:08:02"
"90","71936","113269","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71936","PO8671170385","10-4020-000502","30050","662","662",,"CARGO TRANSPORT 5","71936","936","2","37.2540","0.0000","74.508000","2008-06-08 00:00:00","2008-06-01 00:00:00","5.96","1.86","2023-02-12 23:08:02"
"91","71936","113270","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71936","PO8671170385","10-4020-000502","30050","662","662",,"CARGO TRANSPORT 5","71936","909","6","23.4840","0.0000","140.904000","2008-06-08 00:00:00","2008-06-01 00:00:00","11.27","3.52","2023-02-12 23:08:02"
"92","71938","113274","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","973","5","1020.5940","0.0000","5102.970000","2008-06-08 00:00:00","2008-06-01 00:00:00","408.24","127.57","2023-02-12 23:08:02"
"93","71938","113275","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","876","3","72.0000","0.0000","216.000000","2008-06-08 00:00:00","2008-06-01 00:00:00","17.28","5.40","2023-02-12 23:08:02"
"94","71938","113276","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","835","2","356.8980","0.0000","713.796000","2008-06-08 00:00:00","2008-06-01 00:00:00","57.10","17.84","2023-02-12 23:08:02"
"95","71938","113277","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","974","3","1020.5940","0.0000","3061.782000","2008-06-08 00:00:00","2008-06-01 00:00:00","244.94","76.54","2023-02-12 23:08:02"
"96","71938","113278","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","707","3","20.9940","0.0000","62.982000","2008-06-08 00:00:00","2008-06-01 00:00:00","5.04","1.57","2023-02-12 23:08:02"
"97","71938","113279","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","813","1","72.1620","0.0000","72.162000","2008-06-08 00:00:00","2008-06-01 00:00:00","5.77","1.80","2023-02-12 23:08:02"
"98","71938","113280","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","938","5","24.2940","0.0000","121.470000","2008-06-08 00:00:00","2008-06-01 00:00:00","9.72","3.04","2023-02-12 23:08:02"
"99","71938","113281","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","884","5","32.3940","0.0000","161.970000","2008-06-08 00:00:00","2008-06-01 00:00:00","12.96","4.05","2023-02-12 23:08:02"
"100","71938","113282","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","711","3","20.9940","0.0000","62.982000","2008-06-08 00:00:00","2008-06-01 00:00:00","5.04","1.57","2023-02-12 23:08:02"
"101","71938","113283","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","712","1","5.3940","0.0000","5.394000","2008-06-08 00:00:00","2008-06-01 00:00:00","0.43","0.13","2023-02-12 23:08:02"
"102","71938","113284","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","940","5","48.5940","0.0000","242.970000","2008-06-08 00:00:00","2008-06-01 00:00:00","19.44","6.07","2023-02-12 23:08:02"
"103","71938","113285","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","792","3","1466.0100","0.0000","4398.030000","2008-06-08 00:00:00","2008-06-01 00:00:00","351.84","109.95","2023-02-12 23:08:02"
"104","71938","113286","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","976","5","1020.5940","0.0000","5102.970000","2008-06-08 00:00:00","2008-06-01 00:00:00","408.24","127.57","2023-02-12 23:08:02"
"105","71938","113287","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","798","5","672.2940","0.0000","3361.470000","2008-06-08 00:00:00","2008-06-01 00:00:00","268.92","84.04","2023-02-12 23:08:02"
"106","71938","113288","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","799","4","672.2940","0.0000","2689.176000","2008-06-08 00:00:00","2008-06-01 00:00:00","215.13","67.23","2023-02-12 23:08:02"
"107","71938","113289","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","864","4","38.1000","0.0000","152.400000","2008-06-08 00:00:00","2008-06-01 00:00:00","12.19","3.81","2023-02-12 23:08:02"
"108","71938","113290","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","714","2","29.9940","0.0000","59.988000","2008-06-08 00:00:00","2008-06-01 00:00:00","4.80","1.50","2023-02-12 23:08:02"
"109","71938","113291","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","999","4","323.9940","0.0000","1295.976000","2008-06-08 00:00:00","2008-06-01 00:00:00","103.68","32.40","2023-02-12 23:08:02"
"110","71938","113292","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","998","5","323.9940","0.0000","1619.970000","2008-06-08 00:00:00","2008-06-01 00:00:00","129.60","40.50","2023-02-12 23:08:02"
"111","71938","113293","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","877","6","4.7700","0.0000","28.620000","2008-06-08 00:00:00","2008-06-01 00:00:00","2.29","0.72","2023-02-12 23:08:02"
"112","71938","113294","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","796","3","1466.0100","0.0000","4398.030000","2008-06-08 00:00:00","2008-06-01 00:00:00","351.84","109.95","2023-02-12 23:08:02"
"113","71938","113295","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","708","5","20.9940","0.0000","104.970000","2008-06-08 00:00:00","2008-06-01 00:00:00","8.40","2.62","2023-02-12 23:08:02"
"114","71938","113296","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","865","5","38.1000","0.0000","190.500000","2008-06-08 00:00:00","2008-06-01 00:00:00","15.24","4.76","2023-02-12 23:08:02"
"115","71938","113297","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","738","3","202.3320","0.0000","606.996000","2008-06-08 00:00:00","2008-06-01 00:00:00","48.56","15.17","2023-02-12 23:08:02"
"116","71938","113298","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","883","3","32.3940","0.0000","97.182000","2008-06-08 00:00:00","2008-06-01 00:00:00","7.77","2.43","2023-02-12 23:08:02"
"117","71938","113299","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","997","3","323.9940","0.0000","971.982000","2008-06-08 00:00:00","2008-06-01 00:00:00","77.76","24.30","2023-02-12 23:08:02"
"118","71938","113300","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","870","8","2.9940","0.0000","23.952000","2008-06-08 00:00:00","2008-06-01 00:00:00","1.92","0.60","2023-02-12 23:08:02"
"119","71938","113301","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","795","6","1466.0100","0.0000","8796.060000","2008-06-08 00:00:00","2008-06-01 00:00:00","703.68","219.90","2023-02-12 23:08:02"
"120","71938","113302","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","874","4","5.3940","0.0000","21.576000","2008-06-08 00:00:00","2008-06-01 00:00:00","1.73","0.54","2023-02-12 23:08:02"
"121","71938","113303","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","859","2","14.6940","0.0000","29.388000","2008-06-08 00:00:00","2008-06-01 00:00:00","2.35","0.73","2023-02-12 23:08:02"
"122","71938","113304","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","975","5","1020.5940","0.0000","5102.970000","2008-06-08 00:00:00","2008-06-01 00:00:00","408.24","127.57","2023-02-12 23:08:02"
"123","71938","113305","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","793","3","1466.0100","0.0000","4398.030000","2008-06-08 00:00:00","2008-06-01 00:00:00","351.84","109.95","2023-02-12 23:08:02"
"124","71938","113306","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","797","5","672.2940","0.0000","3361.470000","2008-06-08 00:00:00","2008-06-01 00:00:00","268.92","84.04","2023-02-12 23:08:02"
"125","71938","113307","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","880","7","32.9940","0.0000","230.958000","2008-06-08 00:00:00","2008-06-01 00:00:00","18.48","5.77","2023-02-12 23:08:02"
"126","71938","113308","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","977","4","323.9940","0.0000","1295.976000","2008-06-08 00:00:00","2008-06-01 00:00:00","103.68","32.40","2023-02-12 23:08:02"
"127","71938","113309","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","801","5","672.2940","0.0000","3361.470000","2008-06-08 00:00:00","2008-06-01 00:00:00","268.92","84.04","2023-02-12 23:08:02"
"128","71938","113310","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","794","7","1466.0100","0.0000","10262.070000","2008-06-08 00:00:00","2008-06-01 00:00:00","820.97","256.55","2023-02-12 23:08:02"
"129","71938","113311","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","939","6","37.2540","0.0000","223.524000","2008-06-08 00:00:00","2008-06-01 00:00:00","17.88","5.59","2023-02-12 23:08:02"
"130","71938","113312","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","715","3","29.9940","0.0000","89.982000","2008-06-08 00:00:00","2008-06-01 00:00:00","7.20","2.25","2023-02-12 23:08:02"
"131","71938","113313","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","881","1","32.3940","0.0000","32.394000","2008-06-08 00:00:00","2008-06-01 00:00:00","2.59","0.81","2023-02-12 23:08:02"
"132","71938","113314","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","875","2","5.3940","0.0000","10.788000","2008-06-08 00:00:00","2008-06-01 00:00:00","0.86","0.27","2023-02-12 23:08:02"
"133","71938","113315","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71938","PO8468183315","10-4020-000016","29546","635","635",,"CARGO TRANSPORT 5","71938","800","3","672.2940","0.0000","2016.882000","2008-06-08 00:00:00","2008-06-01 00:00:00","161.35","50.42","2023-02-12 23:08:02"
"134","71784","110753","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","711","2","20.9940","0.0000","41.988000","2008-06-08 00:00:00","2008-06-01 00:00:00","3.36","1.05","2023-02-12 23:08:02"
"135","71784","110754","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","885","8","602.3460","0.0000","4818.768000","2008-06-08 00:00:00","2008-06-01 00:00:00","385.50","120.47","2023-02-12 23:08:02"
"136","71784","110755","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","954","2","1430.4420","0.0000","2860.884000","2008-06-08 00:00:00","2008-06-01 00:00:00","228.87","71.52","2023-02-12 23:08:02"
"137","71784","110756","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","870","11","2.8942","0.0200","31.199476","2008-06-08 00:00:00","2008-06-01 00:00:00","2.50","0.78","2023-02-12 23:08:02"
"138","71784","110757","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","865","8","38.1000","0.0000","304.800000","2008-06-08 00:00:00","2008-06-01 00:00:00","24.38","7.62","2023-02-12 23:08:02"
"139","71784","110758","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","970","4","728.9100","0.0000","2915.640000","2008-06-08 00:00:00","2008-06-01 00:00:00","233.25","72.89","2023-02-12 23:08:02"
"140","71784","110759","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","959","1","445.4100","0.0000","445.410000","2008-06-08 00:00:00","2008-06-01 00:00:00","35.63","11.14","2023-02-12 23:08:02"
"141","71784","110760","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","714","9","29.9940","0.0000","269.946000","2008-06-08 00:00:00","2008-06-01 00:00:00","21.60","6.75","2023-02-12 23:08:02"
"142","71784","110761","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","712","10","5.3940","0.0000","53.940000","2008-06-08 00:00:00","2008-06-01 00:00:00","4.32","1.35","2023-02-12 23:08:02"
"143","71784","110762","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","972","4","728.9100","0.0000","2915.640000","2008-06-08 00:00:00","2008-06-01 00:00:00","233.25","72.89","2023-02-12 23:08:02"
"144","71784","110763","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","877","8","4.7700","0.0000","38.160000","2008-06-08 00:00:00","2008-06-01 00:00:00","3.05","0.95","2023-02-12 23:08:02"
"145","71784","110764","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","716","5","29.9940","0.0000","149.970000","2008-06-08 00:00:00","2008-06-01 00:00:00","12.00","3.75","2023-02-12 23:08:02"
"146","71784","110765","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","965","11","430.5630","0.0200","4641.469140","2008-06-08 00:00:00","2008-06-01 00:00:00","371.32","116.04","2023-02-12 23:08:02"
"147","71784","110766","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","958","6","445.4100","0.0000","2672.460000","2008-06-08 00:00:00","2008-06-01 00:00:00","213.80","66.81","2023-02-12 23:08:02"
"148","71784","110767","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","876","6","72.0000","0.0000","432.000000","2008-06-08 00:00:00","2008-06-01 00:00:00","34.56","10.80","2023-02-12 23:08:02"
"149","71784","110768","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","899","2","200.0520","0.0000","400.104000","2008-06-08 00:00:00","2008-06-01 00:00:00","32.01","10.00","2023-02-12 23:08:02"
"150","71784","110769","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","858","6","14.6940","0.0000","88.164000","2008-06-08 00:00:00","2008-06-01 00:00:00","7.05","2.20","2023-02-12 23:08:02"
"151","71784","110770","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","889","4","602.3460","0.0000","2409.384000","2008-06-08 00:00:00","2008-06-01 00:00:00","192.75","60.23","2023-02-12 23:08:02"
"152","71784","110771","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","962","7","445.4100","0.0000","3117.870000","2008-06-08 00:00:00","2008-06-01 00:00:00","249.43","77.95","2023-02-12 23:08:02"
"153","71784","110772","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","895","2","200.0520","0.0000","400.104000","2008-06-08 00:00:00","2008-06-01 00:00:00","32.01","10.00","2023-02-12 23:08:02"
"154","71784","110773","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","957","12","1382.7606","0.0200","16261.264656","2008-06-08 00:00:00","2008-06-01 00:00:00","1300.90","406.53","2023-02-12 23:08:02"
"155","71784","110774","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","979","8","445.4100","0.0000","3563.280000","2008-06-08 00:00:00","2008-06-01 00:00:00","285.06","89.08","2023-02-12 23:08:02"
"156","71784","110775","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","961","3","445.4100","0.0000","1336.230000","2008-06-08 00:00:00","2008-06-01 00:00:00","106.90","33.41","2023-02-12 23:08:02"
"157","71784","110776","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","963","5","445.4100","0.0000","2227.050000","2008-06-08 00:00:00","2008-06-01 00:00:00","178.16","55.68","2023-02-12 23:08:02"
"158","71784","110777","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","953","3","728.9100","0.0000","2186.730000","2008-06-08 00:00:00","2008-06-01 00:00:00","174.94","54.67","2023-02-12 23:08:02"
"159","71784","110778","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","966","4","1430.4420","0.0000","5721.768000","2008-06-08 00:00:00","2008-06-01 00:00:00","457.74","143.04","2023-02-12 23:08:02"
"160","71784","110779","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","967","6","1430.4420","0.0000","8582.652000","2008-06-08 00:00:00","2008-06-01 00:00:00","686.61","214.57","2023-02-12 23:08:02"
"161","71784","110780","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","969","10","1430.4420","0.0000","14304.420000","2008-06-08 00:00:00","2008-06-01 00:00:00","1144.35","357.61","2023-02-12 23:08:02"
"162","71784","110781","2","2008-06-01 00:00:00","2008-06-13 00:00:00","2008-06-08 00:00:00","5","False","SO71784","PO19285135919","10-4020-000448","29736","659","659",,"CARGO TRANSPORT 5","71784","955","2","1430.4420","0.0000","2860.884000","2008-06-08 00:00:00","2008-06-01 00:00:00","228.87","71.52","2023-02-12 23:08:02"
